File Name,Moro Cojo Summer 2015 onward,,,,,,,,,,
,,,,,,,,,,,
Date and Time,Seconds     ,Pressure (PSI)                ,Temperature (C)               ,Depth (cm)                    ,,,,,,,
4/6/2015 15:30,5400,0.975,16.735,67.725,,,,,,,
4/6/2015 15:45,6300,0.975,15.657,67.711,,,,,,,
4/6/2015 16:00,7200,0.97,15.76,67.378,,,,,,,
4/6/2015 16:15,8100,0.976,15.914,67.801,,,,,,,
4/6/2015 16:30,9000,0.964,15.606,66.956,,,,,,,
4/6/2015 16:45,9900,0.969,15.863,67.291,,,,,,,
4/6/2015 17:00,10800,0.969,15.657,67.342,,,,,,,
4/6/2015 17:15,11700,0.965,15.76,67.01,,,,,,,
4/6/2015 17:30,12600,0.961,15.709,66.746,,,,,,,
4/6/2015 17:45,13500,0.96,15.657,66.728,,,,,,,
4/6/2015 18:00,14400,0.959,15.657,66.605,,,,,,,
4/6/2015 18:15,15300,0.96,15.657,66.728,,,,,,,
4/6/2015 18:30,16200,0.969,15.503,67.289,,,,,,,
4/6/2015 18:45,17100,0.969,15.606,67.324,,,,,,,
4/6/2015 19:00,18000,0.962,15.554,66.815,,,,,,,
4/6/2015 19:15,18900,0.952,15.657,66.113,,,,,,,
4/6/2015 19:30,19800,0.958,15.554,66.57,,,,,,,
4/6/2015 19:45,20700,0.955,15.606,66.341,,,,,,,
4/6/2015 20:00,21600,0.967,15.606,67.202,,,,,,,
4/6/2015 20:15,22500,0.965,15.451,67.025,,,,,,,
4/6/2015 20:30,23400,0.965,15.503,67.043,,,,,,,
4/6/2015 20:45,24300,0.96,15.245,66.709,,,,,,,
4/6/2015 21:00,25200,0.977,15.09,67.885,,,,,,,
4/6/2015 21:15,26100,0.983,14.884,68.307,,,,,,,
4/6/2015 21:30,27000,0.977,14.781,67.904,,,,,,,
4/6/2015 21:45,27900,0.976,14.574,67.835,,,,,,,
4/6/2015 22:00,28800,0.991,14.367,68.873,,,,,,,
4/6/2015 22:15,29700,0.978,14.264,67.979,,,,,,,
4/6/2015 22:30,30600,0.989,14.315,68.733,,,,,,,
4/6/2015 22:45,31500,0.986,14.264,68.47,,,,,,,
4/6/2015 23:00,32400,0.986,14.315,68.488,,,,,,,
4/6/2015 23:15,33300,0.992,14.419,68.89,,,,,,,
4/6/2015 23:30,34200,0.988,14.419,68.644,,,,,,,
4/6/2015 23:45,35100,0.992,14.419,68.89,,,,,,,
4/7/2015 0:00,36000,0.994,14.16,69.051,,,,,,,
4/7/2015 0:15,36900,0.995,14.057,69.141,,,,,,,
4/7/2015 0:30,37800,1.002,14.057,69.632,,,,,,,
4/7/2015 0:45,38700,1.014,14.005,70.475,,,,,,,
4/7/2015 1:00,39600,0.999,13.745,69.41,,,,,,,
4/7/2015 1:15,40500,0.995,13.642,69.131,,,,,,,
4/7/2015 1:30,41400,1,13.59,69.483,,,,,,,
4/7/2015 1:45,42300,0.99,13.59,68.746,,,,,,,
4/7/2015 2:00,43200,0.995,13.642,69.131,,,,,,,
4/7/2015 2:15,44100,0.994,13.486,69.082,,,,,,,
4/7/2015 2:30,45000,1.014,13.434,70.417,,,,,,,
4/7/2015 2:45,45900,1.008,13.33,70.016,,,,,,,
4/7/2015 3:00,46800,1.002,13.278,69.632,,,,,,,
4/7/2015 3:15,47700,1.005,13.174,69.845,,,,,,,
4/7/2015 3:30,48600,1.003,13.122,69.707,,,,,,,
4/7/2015 3:45,49500,1.019,13.018,70.78,,,,,,,
4/7/2015 4:00,50400,1.015,12.966,70.519,,,,,,,
4/7/2015 4:15,51300,1.008,12.914,70.012,,,,,,,
4/7/2015 4:30,52200,1.006,12.862,69.873,,,,,,,
4/7/2015 4:45,53100,1.013,12.862,70.365,,,,,,,
4/7/2015 5:00,54000,1.027,12.81,71.331,,,,,,,
4/7/2015 5:15,54900,1.009,12.81,70.103,,,,,,,
4/7/2015 5:30,55800,1.009,12.758,70.088,,,,,,,
4/7/2015 5:45,56700,1.002,12.706,69.581,,,,,,,
4/7/2015 6:00,57600,0.982,12.706,68.23,,,,,,,
4/7/2015 6:15,58500,0.961,12.81,66.787,,,,,,,
4/7/2015 6:30,59400,0.969,12.966,67.326,,,,,,,
4/7/2015 6:45,60300,0.948,13.07,65.883,,,,,,,
4/7/2015 7:00,61200,0.927,13.122,64.425,,,,,,,
4/7/2015 7:15,62100,0.912,13.174,63.336,,,,,,,
4/7/2015 7:30,63000,0.916,13.278,63.613,,,,,,,
4/7/2015 7:45,63900,0.903,13.278,62.753,,,,,,,
4/7/2015 8:00,64800,0.909,13.33,63.138,,,,,,,
4/7/2015 8:15,65700,0.923,13.382,64.137,,,,,,,
4/7/2015 8:30,66600,0.936,13.382,64.996,,,,,,,
4/7/2015 8:45,67500,0.941,13.434,65.381,,,,,,,
4/7/2015 9:00,68400,0.938,13.486,65.152,,,,,,,
4/7/2015 9:15,69300,0.932,13.486,64.783,,,,,,,
4/7/2015 9:30,70200,0.942,13.538,65.413,,,,,,,
4/7/2015 9:45,71100,0.938,13.538,65.168,,,,,,,
4/7/2015 10:00,72000,0.938,13.59,65.184,,,,,,,
4/7/2015 10:15,72900,0.958,13.59,66.536,,,,,,,
4/7/2015 10:30,73800,0.956,13.59,66.412,,,,,,,
4/7/2015 10:45,74700,0.969,13.642,67.289,,,,,,,
4/7/2015 11:00,75600,0.974,13.642,67.657,,,,,,,
4/7/2015 11:15,76500,0.981,13.642,68.148,,,,,,,
4/7/2015 11:30,77400,0.974,13.694,67.674,,,,,,,
4/7/2015 11:45,78300,0.985,13.745,68.427,,,,,,,
4/7/2015 12:00,79200,0.98,13.745,68.058,,,,,,,
4/7/2015 12:15,80100,0.987,13.745,68.55,,,,,,,
4/7/2015 12:30,81000,0.987,13.797,68.566,,,,,,,
4/7/2015 12:45,81900,0.992,13.849,68.951,,,,,,,
4/7/2015 13:00,82800,1.007,13.849,69.934,,,,,,,
4/7/2015 13:15,83700,1.009,13.901,70.073,,,,,,,
4/7/2015 13:30,84600,1.019,13.901,70.81,,,,,,,
4/7/2015 13:45,85500,1.016,13.953,70.581,,,,,,,
4/7/2015 14:00,86400,1.016,13.953,70.581,,,,,,,
4/7/2015 14:15,87300,1.016,13.953,70.581,,,,,,,
4/7/2015 14:30,88200,1.018,14.005,70.721,,,,,,,
4/7/2015 14:45,89100,1.021,14.005,70.967,,,,,,,
4/7/2015 15:00,90000,1.011,14.057,70.246,,,,,,,
4/7/2015 15:15,90900,1.013,14.057,70.369,,,,,,,
4/7/2015 15:30,91800,1.019,14.16,70.771,,,,,,,
4/7/2015 15:45,92700,1.028,14.16,71.385,,,,,,,
4/7/2015 16:00,93600,1.028,14.212,71.402,,,,,,,
4/7/2015 16:15,94500,1.007,14.212,69.928,,,,,,,
4/7/2015 16:30,95400,1.026,14.264,71.296,,,,,,,
4/7/2015 16:45,96300,1.033,14.264,71.787,,,,,,,
4/7/2015 17:00,97200,1.032,14.315,71.681,,,,,,,
4/7/2015 17:15,98100,1.043,14.367,72.435,,,,,,,
4/7/2015 17:30,99000,1.045,14.419,72.575,,,,,,,
4/7/2015 17:45,99900,1.05,14.419,72.944,,,,,,,
4/7/2015 18:00,100800,1.067,14.367,74.155,,,,,,,
4/7/2015 18:15,101700,1.048,14.419,72.821,,,,,,,
4/7/2015 18:30,102600,1.056,14.522,73.346,,,,,,,
4/7/2015 18:45,103500,1.066,14.471,74.067,,,,,,,
4/7/2015 19:00,104400,1.07,14.471,74.312,,,,,,,
4/7/2015 19:15,105300,1.073,14.522,74.575,,,,,,,
4/7/2015 19:30,106200,1.072,14.522,74.452,,,,,,,
4/7/2015 19:45,107100,1.067,14.574,74.101,,,,,,,
4/7/2015 20:00,108000,1.077,14.574,74.838,,,,,,,
4/7/2015 20:15,108900,1.084,14.574,75.329,,,,,,,
4/7/2015 20:30,109800,1.081,14.626,75.1,,,,,,,
4/7/2015 20:45,110700,1.095,14.677,76.101,,,,,,,
4/7/2015 21:00,111600,1.097,14.626,76.206,,,,,,,
4/7/2015 21:15,112500,1.109,14.626,77.066,,,,,,,
4/7/2015 21:30,113400,1.102,14.677,76.592,,,,,,,
4/7/2015 21:45,114300,1.118,14.626,77.68,,,,,,,
4/7/2015 22:00,115200,1.122,14.677,77.943,,,,,,,
4/7/2015 22:15,116100,1.12,14.677,77.82,,,,,,,
4/7/2015 22:30,117000,1.129,14.677,78.435,,,,,,,
4/7/2015 22:45,117900,1.138,14.729,79.066,,,,,,,
4/7/2015 23:00,118800,1.145,14.729,79.557,,,,,,,
4/7/2015 23:15,119700,1.14,14.729,79.189,,,,,,,
4/7/2015 23:30,120600,1.149,14.781,79.82,,,,,,,
4/7/2015 23:45,121500,1.156,14.729,80.294,,,,,,,
4/8/2015 0:00,122400,1.151,14.832,79.961,,,,,,,
4/8/2015 0:15,123300,1.165,14.781,80.926,,,,,,,
4/8/2015 0:30,124200,1.174,14.781,81.54,,,,,,,
4/8/2015 0:45,125100,1.177,14.781,81.786,,,,,,,
4/8/2015 1:00,126000,1.181,14.832,82.049,,,,,,,
4/8/2015 1:15,126900,1.183,14.832,82.172,,,,,,,
4/8/2015 1:30,127800,1.19,14.781,82.646,,,,,,,
4/8/2015 1:45,128700,1.195,14.832,83.032,,,,,,,
4/8/2015 2:00,129600,1.196,14.729,83.12,,,,,,,
4/8/2015 2:15,130500,1.195,14.729,82.997,,,,,,,
4/8/2015 2:30,131400,1.203,14.626,83.577,,,,,,,
4/8/2015 2:45,132300,1.194,14.574,82.945,,,,,,,
4/8/2015 3:00,133200,1.206,14.574,83.805,,,,,,,
4/8/2015 3:15,134100,1.213,14.471,84.262,,,,,,,
4/8/2015 3:30,135000,1.214,14.419,84.368,,,,,,,
4/8/2015 3:45,135900,1.212,14.264,84.194,,,,,,,
4/8/2015 4:00,136800,1.22,14.16,84.774,,,,,,,
4/8/2015 4:15,137700,1.225,14.108,85.126,,,,,,,
4/8/2015 4:30,138600,1.232,14.108,85.617,,,,,,,
4/8/2015 4:45,139500,1.228,14.005,85.338,,,,,,,
4/8/2015 5:00,140400,1.232,13.953,85.567,,,,,,,
4/8/2015 5:15,141300,1.23,13.953,85.444,,,,,,,
4/8/2015 5:30,142200,1.232,13.953,85.567,,,,,,,
4/8/2015 5:45,143100,1.244,13.953,86.426,,,,,,,
4/8/2015 6:00,144000,1.213,13.849,84.305,,,,,,,
4/8/2015 6:15,144900,1.208,13.849,83.937,,,,,,,
4/8/2015 6:30,145800,1.191,13.953,82.742,,,,,,,
4/8/2015 6:45,146700,1.179,13.953,81.882,,,,,,,
4/8/2015 7:00,147600,1.166,13.953,81.022,,,,,,,
4/8/2015 7:15,148500,1.163,14.057,80.81,,,,,,,
4/8/2015 7:30,149400,1.149,14.057,79.827,,,,,,,
4/8/2015 7:45,150300,1.144,14.057,79.459,,,,,,,
4/8/2015 8:00,151200,1.128,14.108,78.37,,,,,,,
4/8/2015 8:15,152100,1.121,14.057,77.862,,,,,,,
4/8/2015 8:30,153000,1.108,14.057,77.002,,,,,,,
4/8/2015 8:45,153900,1.105,14.108,76.773,,,,,,,
4/8/2015 9:00,154800,1.1,14.108,76.405,,,,,,,
4/8/2015 9:15,155700,1.089,14.108,75.668,,,,,,,
4/8/2015 9:30,156600,1.091,14.108,75.791,,,,,,,
4/8/2015 9:45,157500,1.107,14.108,76.896,,,,,,,
4/8/2015 10:00,158400,1.114,14.108,77.387,,,,,,,
4/8/2015 10:15,159300,1.107,14.16,76.913,,,,,,,
4/8/2015 10:30,160200,1.098,14.16,76.299,,,,,,,
4/8/2015 10:45,161100,1.107,14.16,76.913,,,,,,,
4/8/2015 11:00,162000,1.106,14.212,76.807,,,,,,,
4/8/2015 11:15,162900,1.102,14.212,76.561,,,,,,,
4/8/2015 11:30,163800,1.104,14.212,76.684,,,,,,,
4/8/2015 11:45,164700,1.108,14.264,76.946,,,,,,,
4/8/2015 12:00,165600,1.118,14.315,77.701,,,,,,,
4/8/2015 12:15,166500,1.11,14.315,77.086,,,,,,,
4/8/2015 12:30,167400,1.118,14.315,77.701,,,,,,,
4/8/2015 12:45,168300,1.111,14.315,77.209,,,,,,,
4/8/2015 13:00,169200,1.097,14.315,76.226,,,,,,,
4/8/2015 13:15,170100,1.099,14.367,76.366,,,,,,,
4/8/2015 13:30,171000,1.103,14.367,76.612,,,,,,,
4/8/2015 13:45,171900,1.101,14.367,76.489,,,,,,,
4/8/2015 14:00,172800,1.096,14.471,76.155,,,,,,,
4/8/2015 14:15,173700,1.11,14.419,77.12,,,,,,,
4/8/2015 14:30,174600,1.112,14.471,77.26,,,,,,,
4/8/2015 14:45,175500,1.106,14.626,76.82,,,,,,,
4/8/2015 15:00,176400,1.111,14.626,77.189,,,,,,,
4/8/2015 15:15,177300,1.108,14.626,76.943,,,,,,,
4/8/2015 15:30,178200,1.124,14.677,78.066,,,,,,,
4/8/2015 15:45,179100,1.115,14.729,77.469,,,,,,,
4/8/2015 16:00,180000,1.117,14.677,77.574,,,,,,,
4/8/2015 16:15,180900,1.113,14.729,77.346,,,,,,,
4/8/2015 16:30,181800,1.116,14.832,77.503,,,,,,,
4/8/2015 16:45,182700,1.114,14.832,77.381,,,,,,,
4/8/2015 17:00,183600,1.117,14.832,77.626,,,,,,,
4/8/2015 17:15,184500,1.114,14.884,77.398,,,,,,,
4/8/2015 17:30,185400,1.12,14.936,77.784,,,,,,,
4/8/2015 17:45,186300,1.127,14.987,78.293,,,,,,,
4/8/2015 18:00,187200,1.127,15.039,78.31,,,,,,,
4/8/2015 18:15,188100,1.115,14.987,77.433,,,,,,,
4/8/2015 18:30,189000,1.132,14.987,78.662,,,,,,,
4/8/2015 18:45,189900,1.129,14.987,78.416,,,,,,,
4/8/2015 19:00,190800,1.121,15.194,77.872,,,,,,,
4/8/2015 19:15,191700,1.129,15.142,78.469,,,,,,,
4/8/2015 19:30,192600,1.132,15.245,78.627,,,,,,,
4/8/2015 19:45,193500,1.126,15.245,78.258,,,,,,,
4/8/2015 20:00,194400,1.134,15.245,78.749,,,,,,,
4/8/2015 20:15,195300,1.141,15.245,79.241,,,,,,,
4/8/2015 20:30,196200,1.151,15.297,79.996,,,,,,,
4/8/2015 20:45,197100,1.159,15.4,80.523,,,,,,,
4/8/2015 21:00,198000,1.154,15.451,80.172,,,,,,,
4/8/2015 21:15,198900,1.16,15.503,80.558,,,,,,,
4/8/2015 21:30,199800,1.166,15.4,81.014,,,,,,,
4/8/2015 21:45,200700,1.177,15.503,81.787,,,,,,,
4/8/2015 22:00,201600,1.172,15.554,81.436,,,,,,,
4/8/2015 22:15,202500,1.179,15.554,81.928,,,,,,,
4/8/2015 22:30,203400,1.162,15.606,80.717,,,,,,,
4/8/2015 22:45,204300,1.181,15.606,82.068,,,,,,,
4/8/2015 23:00,205200,1.186,15.503,82.401,,,,,,,
4/8/2015 23:15,206100,1.189,15.451,82.629,,,,,,,
4/8/2015 23:30,207000,1.181,15.451,82.015,,,,,,,
4/8/2015 23:45,207900,1.186,15.451,82.383,,,,,,,
4/9/2015 0:00,208800,1.186,15.4,82.365,,,,,,,
4/9/2015 0:15,209700,1.186,15.4,82.365,,,,,,,
4/9/2015 0:30,210600,1.189,15.348,82.593,,,,,,,
4/9/2015 0:45,211500,1.187,15.245,82.435,,,,,,,
4/9/2015 1:00,212400,1.197,15.142,83.137,,,,,,,
4/9/2015 1:15,213300,1.202,15.09,83.488,,,,,,,
4/9/2015 1:30,214200,1.198,15.039,83.224,,,,,,,
4/9/2015 1:45,215100,1.212,15.039,84.207,,,,,,,
4/9/2015 2:00,216000,1.214,14.987,84.313,,,,,,,
4/9/2015 2:15,216900,1.208,14.884,83.909,,,,,,,
4/9/2015 2:30,217800,1.206,14.781,83.752,,,,,,,
4/9/2015 2:45,218700,1.207,14.781,83.874,,,,,,,
4/9/2015 3:00,219600,1.212,14.626,84.191,,,,,,,
4/9/2015 3:15,220500,1.208,14.574,83.928,,,,,,,
4/9/2015 3:30,221400,1.217,14.522,84.525,,,,,,,
4/9/2015 3:45,222300,1.223,14.471,84.999,,,,,,,
4/9/2015 4:00,223200,1.216,14.419,84.491,,,,,,,
4/9/2015 4:15,224100,1.212,14.264,84.194,,,,,,,
4/9/2015 4:30,225000,1.21,14.264,84.071,,,,,,,
4/9/2015 4:45,225900,1.213,14.16,84.283,,,,,,,
4/9/2015 5:00,226800,1.215,14.16,84.406,,,,,,,
4/9/2015 5:15,227700,1.225,14.108,85.126,,,,,,,
4/9/2015 5:30,228600,1.218,14.108,84.634,,,,,,,
4/9/2015 5:45,229500,1.209,14.057,84.003,,,,,,,
4/9/2015 6:00,230400,1.223,13.953,84.952,,,,,,,
4/9/2015 6:15,231300,1.232,13.953,85.567,,,,,,,
4/9/2015 6:30,232200,1.226,13.901,85.181,,,,,,,
4/9/2015 6:45,233100,1.217,13.849,84.551,,,,,,,
4/9/2015 7:00,234000,1.181,13.797,82.078,,,,,,,
4/9/2015 7:15,234900,1.162,13.745,80.71,,,,,,,
4/9/2015 7:30,235800,1.155,13.901,80.268,,,,,,,
4/9/2015 7:45,236700,1.156,13.953,80.285,,,,,,,
4/9/2015 8:00,237600,1.135,14.057,78.845,,,,,,,
4/9/2015 8:15,238500,1.124,14.057,78.108,,,,,,,
4/9/2015 8:30,239400,1.107,14.108,76.896,,,,,,,
4/9/2015 8:45,240300,1.093,14.16,75.93,,,,,,,
4/9/2015 9:00,241200,1.082,14.16,75.193,,,,,,,
4/9/2015 9:15,242100,1.058,14.16,73.474,,,,,,,
4/9/2015 9:30,243000,1.056,14.16,73.35,,,,,,,
4/9/2015 9:45,243900,1.052,14.16,73.105,,,,,,,
4/9/2015 10:00,244800,1.04,14.212,72.262,,,,,,,
4/9/2015 10:15,245700,1.042,14.16,72.368,,,,,,,
4/9/2015 10:30,246600,1.045,14.16,72.614,,,,,,,
4/9/2015 10:45,247500,1.054,14.212,73.244,,,,,,,
4/9/2015 11:00,248400,1.054,14.212,73.244,,,,,,,
4/9/2015 11:15,249300,1.058,14.212,73.49,,,,,,,
4/9/2015 11:30,250200,1.053,14.264,73.139,,,,,,,
4/9/2015 11:45,251100,1.047,14.264,72.77,,,,,,,
4/9/2015 12:00,252000,1.037,14.315,72.05,,,,,,,
4/9/2015 12:15,252900,1.037,14.315,72.05,,,,,,,
4/9/2015 12:30,253800,1.027,14.367,71.33,,,,,,,
4/9/2015 12:45,254700,1.031,14.419,71.592,,,,,,,
4/9/2015 13:00,255600,1.034,14.367,71.821,,,,,,,
4/9/2015 13:15,256500,1.038,14.471,72.101,,,,,,,
4/9/2015 13:30,257400,1.034,14.419,71.838,,,,,,,
4/9/2015 13:45,258300,1.036,14.471,71.978,,,,,,,
4/9/2015 14:00,259200,1.042,14.574,72.381,,,,,,,
4/9/2015 14:15,260100,1.029,14.471,71.487,,,,,,,
4/9/2015 14:30,261000,1.028,14.574,71.398,,,,,,,
4/9/2015 14:45,261900,1.051,14.574,72.995,,,,,,,
4/9/2015 15:00,262800,1.039,14.677,72.169,,,,,,,
4/9/2015 15:15,263700,1.046,14.729,72.678,,,,,,,
4/9/2015 15:30,264600,1.037,14.729,72.064,,,,,,,
4/9/2015 15:45,265500,1.048,14.729,72.801,,,,,,,
4/9/2015 16:00,266400,1.045,14.781,72.572,,,,,,,
4/9/2015 16:15,267300,1.052,14.832,73.081,,,,,,,
4/9/2015 16:30,268200,1.043,14.832,72.467,,,,,,,
4/9/2015 16:45,269100,1.049,14.884,72.853,,,,,,,
4/9/2015 17:00,270000,1.045,14.936,72.624,,,,,,,
4/9/2015 17:15,270900,1.06,15.039,73.642,,,,,,,
4/9/2015 17:30,271800,1.069,15.039,74.256,,,,,,,
4/9/2015 17:45,272700,1.056,15.039,73.396,,,,,,,
4/9/2015 18:00,273600,1.064,15.09,73.905,,,,,,,
4/9/2015 18:15,274500,1.075,15.194,74.678,,,,,,,
4/9/2015 18:30,275400,1.087,15.142,75.52,,,,,,,
4/9/2015 18:45,276300,1.089,15.194,75.66,,,,,,,
4/9/2015 19:00,277200,1.077,15.194,74.8,,,,,,,
4/9/2015 19:15,278100,1.082,15.297,75.204,,,,,,,
4/9/2015 19:30,279000,1.095,15.297,76.064,,,,,,,
4/9/2015 19:45,279900,1.088,15.245,75.555,,,,,,,
4/9/2015 20:00,280800,1.095,15.297,76.064,,,,,,,
4/9/2015 20:15,281700,1.1,15.348,76.45,,,,,,,
4/9/2015 20:30,282600,1.106,15.348,76.819,,,,,,,
4/9/2015 20:45,283500,1.118,15.348,77.679,,,,,,,
4/9/2015 21:00,284400,1.118,15.4,77.697,,,,,,,
4/9/2015 21:15,285300,1.128,15.297,78.399,,,,,,,
4/9/2015 21:30,286200,1.108,15.348,76.942,,,,,,,
4/9/2015 21:45,287100,1.125,15.245,78.135,,,,,,,
4/9/2015 22:00,288000,1.132,15.348,78.662,,,,,,,
4/9/2015 22:15,288900,1.129,15.348,78.416,,,,,,,
4/9/2015 22:30,289800,1.134,15.245,78.749,,,,,,,
4/9/2015 22:45,290700,1.126,15.245,78.258,,,,,,,
4/9/2015 23:00,291600,1.13,15.194,78.486,,,,,,,
4/9/2015 23:15,292500,1.142,15.142,79.328,,,,,,,
4/9/2015 23:30,293400,1.145,15.142,79.574,,,,,,,
4/9/2015 23:45,294300,1.147,15.09,79.679,,,,,,,
4/10/2015 0:00,295200,1.148,15.039,79.785,,,,,,,
4/10/2015 0:15,296100,1.153,14.987,80.136,,,,,,,
4/10/2015 0:30,297000,1.155,14.936,80.241,,,,,,,
4/10/2015 0:45,297900,1.164,14.884,80.838,,,,,,,
4/10/2015 1:00,298800,1.167,14.884,81.083,,,,,,,
4/10/2015 1:15,299700,1.169,14.884,81.207,,,,,,,
4/10/2015 1:30,300600,1.163,14.677,80.768,,,,,,,
4/10/2015 1:45,301500,1.173,14.574,81.471,,,,,,,
4/10/2015 2:00,302400,1.175,14.419,81.665,,,,,,,
4/10/2015 2:15,303300,1.171,14.315,81.386,,,,,,,
4/10/2015 2:30,304200,1.185,14.212,82.334,,,,,,,
4/10/2015 2:45,305100,1.179,14.057,81.915,,,,,,,
4/10/2015 3:00,306000,1.178,13.849,81.849,,,,,,,
4/10/2015 3:15,306900,1.188,13.642,82.519,,,,,,,
4/10/2015 3:30,307800,1.195,13.694,83.027,,,,,,,
4/10/2015 3:45,308700,1.191,13.59,82.748,,,,,,,
4/10/2015 4:00,309600,1.19,13.642,82.642,,,,,,,
4/10/2015 4:15,310500,1.198,13.59,83.24,,,,,,,
4/10/2015 4:30,311400,1.2,13.59,83.363,,,,,,,
4/10/2015 4:45,312300,1.196,13.538,83.1,,,,,,,
4/10/2015 5:00,313200,1.208,13.486,83.944,,,,,,,
4/10/2015 5:15,314100,1.206,13.382,83.789,,,,,,,
4/10/2015 5:30,315000,1.211,13.382,84.157,,,,,,,
4/10/2015 5:45,315900,1.199,13.278,83.265,,,,,,,
4/10/2015 6:00,316800,1.22,13.278,84.739,,,,,,,
4/10/2015 6:15,317700,1.211,13.278,84.125,,,,,,,
4/10/2015 6:30,318600,1.221,13.278,84.861,,,,,,,
4/10/2015 6:45,319500,1.218,13.226,84.599,,,,,,,
4/10/2015 7:00,320400,1.219,13.226,84.722,,,,,,,
4/10/2015 7:15,321300,1.223,13.226,84.968,,,,,,,
4/10/2015 7:30,322200,1.227,13.278,85.23,,,,,,,
4/10/2015 7:45,323100,1.214,13.278,84.37,,,,,,,
4/10/2015 8:00,324000,1.207,13.174,83.847,,,,,,,
4/10/2015 8:15,324900,1.177,13.174,81.759,,,,,,,
4/10/2015 8:30,325800,1.156,13.278,80.317,,,,,,,
4/10/2015 8:45,326700,1.139,13.382,79.121,,,,,,,
4/10/2015 9:00,327600,1.139,13.382,79.121,,,,,,,
4/10/2015 9:15,328500,1.122,13.486,77.926,,,,,,,
4/10/2015 9:30,329400,1.118,13.486,77.68,,,,,,,
4/10/2015 9:45,330300,1.109,13.486,77.066,,,,,,,
4/10/2015 10:00,331200,1.09,13.538,75.731,,,,,,,
4/10/2015 10:15,332100,1.085,13.59,75.379,,,,,,,
4/10/2015 10:30,333000,1.073,13.642,74.536,,,,,,,
4/10/2015 10:45,333900,1.064,13.694,73.938,,,,,,,
4/10/2015 11:00,334800,1.052,13.797,73.111,,,,,,,
4/10/2015 11:15,335700,1.042,13.849,72.391,,,,,,,
4/10/2015 11:30,336600,1.058,13.901,73.513,,,,,,,
4/10/2015 11:45,337500,1.071,13.901,74.373,,,,,,,
4/10/2015 12:00,338400,1.073,14.005,74.529,,,,,,,
4/10/2015 12:15,339300,1.057,14.057,73.44,,,,,,,
4/10/2015 12:30,340200,1.07,14.108,74.316,,,,,,,
4/10/2015 12:45,341100,1.063,14.108,73.825,,,,,,,
4/10/2015 13:00,342000,1.065,14.212,73.982,,,,,,,
4/10/2015 13:15,342900,1.065,14.264,73.999,,,,,,,
4/10/2015 13:30,343800,1.067,14.315,74.138,,,,,,,
4/10/2015 13:45,344700,1.074,14.367,74.646,,,,,,,
4/10/2015 14:00,345600,1.073,14.419,74.541,,,,,,,
4/10/2015 14:15,346500,1.075,14.471,74.68,,,,,,,
4/10/2015 14:30,347400,1.063,14.522,73.838,,,,,,,
4/10/2015 14:45,348300,1.063,14.522,73.838,,,,,,,
4/10/2015 15:00,349200,1.069,14.677,74.258,,,,,,,
4/10/2015 15:15,350100,1.074,14.677,74.626,,,,,,,
4/10/2015 15:30,351000,1.075,14.781,74.661,,,,,,,
4/10/2015 15:45,351900,1.073,14.781,74.538,,,,,,,
4/10/2015 16:00,352800,1.077,14.832,74.801,,,,,,,
4/10/2015 16:15,353700,1.095,14.936,76.064,,,,,,,
4/10/2015 16:30,354600,1.077,14.884,74.818,,,,,,,
4/10/2015 16:45,355500,1.078,15.039,74.871,,,,,,,
4/10/2015 17:00,356400,1.087,15.039,75.485,,,,,,,
4/10/2015 17:15,357300,1.097,15.09,76.24,,,,,,,
4/10/2015 17:30,358200,1.094,15.039,75.976,,,,,,,
4/10/2015 17:45,359100,1.091,15.194,75.783,,,,,,,
4/10/2015 18:00,360000,1.092,15.09,75.871,,,,,,,
4/10/2015 18:15,360900,1.11,15.142,77.117,,,,,,,
4/10/2015 18:30,361800,1.093,15.297,75.941,,,,,,,
4/10/2015 18:45,362700,1.107,15.245,76.906,,,,,,,
4/10/2015 19:00,363600,1.114,15.245,77.398,,,,,,,
4/10/2015 19:15,364500,1.111,15.297,77.17,,,,,,,
4/10/2015 19:30,365400,1.118,15.348,77.679,,,,,,,
4/10/2015 19:45,366300,1.118,15.245,77.644,,,,,,,
4/10/2015 20:00,367200,1.132,15.348,78.662,,,,,,,
4/10/2015 20:15,368100,1.132,15.297,78.644,,,,,,,
4/10/2015 20:30,369000,1.139,15.297,79.136,,,,,,,
4/10/2015 20:45,369900,1.146,15.348,79.645,,,,,,,
4/10/2015 21:00,370800,1.139,15.194,79.1,,,,,,,
4/10/2015 21:15,371700,1.155,15.245,80.224,,,,,,,
4/10/2015 21:30,372600,1.162,15.245,80.715,,,,,,,
4/10/2015 21:45,373500,1.167,15.297,81.102,,,,,,,
4/10/2015 22:00,374400,1.16,15.245,80.592,,,,,,,
4/10/2015 22:15,375300,1.165,15.142,80.925,,,,,,,
4/10/2015 22:30,376200,1.149,15.142,79.82,,,,,,,
4/10/2015 22:45,377100,1.173,15.09,81.522,,,,,,,
4/10/2015 23:00,378000,1.172,15.09,81.399,,,,,,,
4/10/2015 23:15,378900,1.168,15.09,81.153,,,,,,,
4/10/2015 23:30,379800,1.168,14.987,81.118,,,,,,,
4/10/2015 23:45,380700,1.173,15.039,81.505,,,,,,,
4/11/2015 0:00,381600,1.185,14.936,82.329,,,,,,,
4/11/2015 0:15,382500,1.189,14.936,82.575,,,,,,,
4/11/2015 0:30,383400,1.181,14.884,82.066,,,,,,,
