File Name,Moro Cojo Summer 2015 onward,,,,,,,,,,
,,,,,,,,,,,
Date and Time,Seconds     ,Pressure (PSI)                ,Temperature (C)               ,Depth (cm)                    ,,,,,,,
9/27/2015 20:45,1421100,1.141,19.941,78.373,,,,,,,
9/27/2015 21:00,1422000,1.156,19.992,79.366,,,,,,,
9/27/2015 21:15,1422900,1.151,19.992,79.001,,,,,,,
9/27/2015 21:30,1423800,1.154,20.042,79.264,,,,,,,
9/27/2015 21:45,1424700,1.167,20.042,80.115,,,,,,,
9/27/2015 22:00,1425600,1.172,20.042,80.479,,,,,,,
9/27/2015 22:15,1426500,1.182,19.992,81.188,,,,,,,
9/27/2015 22:30,1427400,1.188,19.992,81.553,,,,,,,
9/27/2015 22:45,1428300,1.185,19.891,81.391,,,,,,,
9/27/2015 23:00,1429200,1.191,19.638,81.776,,,,,,,
9/27/2015 23:15,1430100,1.201,19.537,82.465,,,,,,,
9/27/2015 23:30,1431000,1.204,19.385,82.648,,,,,,,
9/27/2015 23:45,1431900,1.2,19.283,82.366,,,,,,,
9/28/2015 0:00,1432800,1.217,19.233,83.561,,,,,,,
9/28/2015 0:15,1433700,1.215,19.182,83.419,,,,,,,
9/28/2015 0:30,1434600,1.217,19.182,83.541,,,,,,,
9/28/2015 0:45,1435500,1.227,19.08,84.23,,,,,,,
9/28/2015 1:00,1436400,1.225,19.03,84.089,,,,,,,
9/28/2015 1:15,1437300,1.229,18.928,84.413,,,,,,,
9/28/2015 1:30,1438200,1.225,18.776,84.111,,,,,,,
9/28/2015 1:45,1439100,1.226,18.674,84.194,,,,,,,
9/28/2015 2:00,1440000,1.23,18.674,84.437,,,,,,,
9/28/2015 2:15,1440900,1.237,18.623,84.903,,,,,,,
9/28/2015 2:30,1441800,1.242,18.623,85.267,,,,,,,
9/28/2015 2:45,1442700,1.235,18.623,84.781,,,,,,,
9/28/2015 3:00,1443600,1.231,18.573,84.519,,,,,,,
9/28/2015 3:15,1444500,1.208,18.573,82.94,,,,,,,
9/28/2015 3:30,1445400,1.178,18.623,80.894,,,,,,,
9/28/2015 3:45,1446300,1.148,18.522,78.79,,,,,,,
9/28/2015 4:00,1447200,1.113,18.369,76.423,,,,,,,
9/28/2015 4:15,1448100,1.09,18.318,74.825,,,,,,,
9/28/2015 4:30,1449000,1.074,18.318,73.732,,,,,,,
9/28/2015 4:45,1449900,1.044,18.369,71.686,,,,,,,
9/28/2015 5:00,1450800,1.043,18.42,71.583,,,,,,,
9/28/2015 5:15,1451700,1.009,18.471,69.294,,,,,,,
9/28/2015 5:30,1452600,1.027,18.522,70.529,,,,,,,
9/28/2015 5:45,1453500,1.031,18.623,70.811,,,,,,,
9/28/2015 6:00,1454400,1.028,18.674,70.587,,,,,,,
9/28/2015 6:15,1455300,1.053,18.674,72.288,,,,,,,
9/28/2015 6:30,1456200,1.094,18.776,75.121,,,,,,,
9/28/2015 6:45,1457100,1.1,18.827,75.506,,,,,,,
9/28/2015 7:00,1458000,1.086,18.827,74.534,,,,,,,
9/28/2015 7:15,1458900,1.104,18.877,75.768,,,,,,,
9/28/2015 7:30,1459800,1.104,18.928,75.788,,,,,,,
9/28/2015 7:45,1460700,1.116,18.928,76.638,,,,,,,
9/28/2015 8:00,1461600,1.117,18.979,76.658,,,,,,,
9/28/2015 8:15,1462500,1.125,18.979,77.265,,,,,,,
9/28/2015 8:30,1463400,1.142,19.03,78.378,,,,,,,
9/28/2015 8:45,1464300,1.149,19.03,78.864,,,,,,,
9/28/2015 9:00,1465200,1.165,19.03,79.958,,,,,,,
9/28/2015 9:15,1466100,1.168,19.03,80.201,,,,,,,
9/28/2015 9:30,1467000,1.17,19.08,80.342,,,,,,,
9/28/2015 9:45,1467900,1.186,19.08,81.436,,,,,,,
9/28/2015 10:00,1468800,1.177,19.08,80.828,,,,,,,
9/28/2015 10:15,1469700,1.191,19.08,81.8,,,,,,,
9/28/2015 10:30,1470600,1.198,19.08,82.286,,,,,,,
9/28/2015 10:45,1471500,1.207,19.08,82.893,,,,,,,
9/28/2015 11:00,1472400,1.202,19.03,82.509,,,,,,,
9/28/2015 11:15,1473300,1.212,18.979,83.218,,,,,,,
9/28/2015 11:30,1474200,1.219,18.928,83.685,,,,,,,
9/28/2015 11:45,1475100,1.225,18.827,84.131,,,,,,,
9/28/2015 12:00,1476000,1.223,18.674,83.95,,,,,,,
9/28/2015 12:15,1476900,1.233,18.623,84.66,,,,,,,
9/28/2015 12:30,1477800,1.236,18.573,84.883,,,,,,,
9/28/2015 12:45,1478700,1.243,18.573,85.369,,,,,,,
9/28/2015 13:00,1479600,1.238,18.573,85.005,,,,,,,
9/28/2015 13:15,1480500,1.254,18.522,86.078,,,,,,,
9/28/2015 13:30,1481400,1.248,18.522,85.714,,,,,,,
9/28/2015 13:45,1482300,1.238,18.522,84.985,,,,,,,
9/28/2015 14:00,1483200,1.246,18.471,85.573,,,,,,,
9/28/2015 14:15,1484100,1.25,18.471,85.816,,,,,,,
9/28/2015 14:30,1485000,1.243,18.471,85.33,,,,,,,
9/28/2015 14:45,1485900,1.25,18.471,85.816,,,,,,,
9/28/2015 15:00,1486800,1.244,18.42,85.432,,,,,,,
9/28/2015 15:15,1487700,1.244,18.42,85.432,,,,,,,
9/28/2015 15:30,1488600,1.237,18.42,84.946,,,,,,,
9/28/2015 15:45,1489500,1.207,18.42,82.881,,,,,,,
9/28/2015 16:00,1490400,1.161,18.42,79.723,,,,,,,
9/28/2015 16:15,1491300,1.126,18.471,77.313,,,,,,,
9/28/2015 16:30,1492200,1.105,18.471,75.855,,,,,,,
9/28/2015 16:45,1493100,1.073,18.522,73.687,,,,,,,
9/28/2015 17:00,1494000,1.051,18.573,72.128,,,,,,,
9/28/2015 17:15,1494900,1.049,18.623,72.025,,,,,,,
9/28/2015 17:30,1495800,1.033,18.674,70.952,,,,,,,
9/28/2015 17:45,1496700,1.027,18.776,70.505,,,,,,,
9/28/2015 18:00,1497600,1.018,18.827,69.917,,,,,,,
9/28/2015 18:15,1498500,1,19.03,68.659,,,,,,,
9/28/2015 18:30,1499400,0.997,19.131,68.455,,,,,,,
9/28/2015 18:45,1500300,0.997,19.182,68.475,,,,,,,
9/28/2015 19:00,1501200,1.026,19.283,70.459,,,,,,,
9/28/2015 19:15,1502100,1.078,19.385,74.022,,,,,,,
9/28/2015 19:30,1503000,1.08,19.435,74.163,,,,,,,
9/28/2015 19:45,1503900,1.086,19.486,74.548,,,,,,,
9/28/2015 20:00,1504800,1.07,19.537,73.474,,,,,,,
9/28/2015 20:15,1505700,1.09,19.537,74.81,,,,,,,
9/28/2015 20:30,1506600,1.098,19.537,75.418,,,,,,,
9/28/2015 20:45,1507500,1.102,19.537,75.661,,,,,,,
9/28/2015 21:00,1508400,1.123,19.537,77.119,,,,,,,
9/28/2015 21:15,1509300,1.111,19.587,76.289,,,,,,,
9/28/2015 21:30,1510200,1.136,19.587,77.99,,,,,,,
9/28/2015 21:45,1511100,1.136,19.587,77.99,,,,,,,
9/28/2015 22:00,1512000,1.138,19.638,78.131,,,,,,,
9/28/2015 22:15,1512900,1.148,19.587,78.84,,,,,,,
9/28/2015 22:30,1513800,1.148,19.587,78.84,,,,,,,
9/28/2015 22:45,1514700,1.17,19.638,80.318,,,,,,,
9/28/2015 23:00,1515600,1.166,19.638,80.075,,,,,,,
9/28/2015 23:15,1516500,1.171,19.587,80.42,,,,,,,
9/28/2015 23:30,1517400,1.169,19.486,80.258,,,,,,,
9/28/2015 23:45,1518300,1.186,19.385,81.433,,,,,,,
9/29/2015 0:00,1519200,1.175,19.283,80.664,,,,,,,
9/29/2015 0:15,1520100,1.196,19.283,82.123,,,,,,,
9/29/2015 0:30,1521000,1.197,19.182,82.205,,,,,,,
9/29/2015 0:45,1521900,1.199,19.131,82.306,,,,,,,
9/29/2015 1:00,1522800,1.189,19.03,81.659,,,,,,,
9/29/2015 1:15,1523700,1.207,18.979,82.854,,,,,,,
9/29/2015 1:30,1524600,1.216,18.979,83.461,,,,,,,
9/29/2015 1:45,1525500,1.217,18.877,83.543,,,,,,,
9/29/2015 2:00,1526400,1.216,18.827,83.524,,,,,,,
9/29/2015 2:15,1527300,1.23,18.725,84.456,,,,,,,
9/29/2015 2:30,1528200,1.226,18.623,84.174,,,,,,,
9/29/2015 2:45,1529100,1.224,18.573,84.033,,,,,,,
9/29/2015 3:00,1530000,1.231,18.573,84.519,,,,,,,
9/29/2015 3:15,1530900,1.215,18.522,83.406,,,,,,,
9/29/2015 3:30,1531800,1.224,18.522,84.013,,,,,,,
9/29/2015 3:45,1532700,1.223,18.471,83.994,,,,,,,
9/29/2015 4:00,1533600,1.231,18.522,84.499,,,,,,,
9/29/2015 4:15,1534500,1.223,18.471,83.994,,,,,,,
9/29/2015 4:30,1535400,1.193,18.42,81.909,,,,,,,
9/29/2015 4:45,1536300,1.184,18.42,81.302,,,,,,,
9/29/2015 5:00,1537200,1.15,18.369,78.974,,,,,,,
9/29/2015 5:15,1538100,1.141,18.318,78.348,,,,,,,
9/29/2015 5:30,1539000,1.129,18.318,77.497,,,,,,,
9/29/2015 5:45,1539900,1.12,18.318,76.89,,,,,,,
9/29/2015 6:00,1540800,1.102,18.267,75.656,,,,,,,
9/29/2015 6:15,1541700,1.111,18.267,76.263,,,,,,,
9/29/2015 6:30,1542600,1.127,18.318,77.376,,,,,,,
9/29/2015 6:45,1543500,1.145,18.318,78.59,,,,,,,
9/29/2015 7:00,1544400,1.152,18.318,79.077,,,,,,,
9/29/2015 7:15,1545300,1.152,18.369,79.096,,,,,,,
9/29/2015 7:30,1546200,1.163,18.369,79.825,,,,,,,
9/29/2015 7:45,1547100,1.171,18.369,80.432,,,,,,,
9/29/2015 8:00,1548000,1.18,18.369,81.04,,,,,,,
9/29/2015 8:15,1548900,1.179,18.42,80.937,,,,,,,
9/29/2015 8:30,1549800,1.187,18.369,81.525,,,,,,,
9/29/2015 8:45,1550700,1.195,18.42,82.031,,,,,,,
9/29/2015 9:00,1551600,1.202,18.369,82.497,,,,,,,
9/29/2015 9:15,1552500,1.202,18.369,82.497,,,,,,,
9/29/2015 9:30,1553400,1.212,18.42,83.245,,,,,,,
9/29/2015 9:45,1554300,1.221,18.42,83.853,,,,,,,
9/29/2015 10:00,1555200,1.232,18.42,84.582,,,,,,,
9/29/2015 10:15,1556100,1.232,18.42,84.582,,,,,,,
9/29/2015 10:30,1557000,1.237,18.369,84.927,,,,,,,
9/29/2015 10:45,1557900,1.248,18.369,85.655,,,,,,,
9/29/2015 11:00,1558800,1.246,18.42,85.554,,,,,,,
9/29/2015 11:15,1559700,1.255,18.42,86.161,,,,,,,
9/29/2015 11:30,1560600,1.271,18.42,87.254,,,,,,,
9/29/2015 11:45,1561500,1.266,18.42,86.89,,,,,,,
9/29/2015 12:00,1562400,1.272,18.369,87.356,,,,,,,
9/29/2015 12:15,1563300,1.278,18.369,87.72,,,,,,,
9/29/2015 12:30,1564200,1.288,18.369,88.449,,,,,,,
9/29/2015 12:45,1565100,1.272,18.318,87.337,,,,,,,
9/29/2015 13:00,1566000,1.286,18.267,88.289,,,,,,,
9/29/2015 13:15,1566900,1.3,18.216,89.241,,,,,,,
9/29/2015 13:30,1567800,1.293,18.216,88.755,,,,,,,
9/29/2015 13:45,1568700,1.284,18.216,88.148,,,,,,,
9/29/2015 14:00,1569600,1.289,18.216,88.513,,,,,,,
9/29/2015 14:15,1570500,1.279,18.216,87.784,,,,,,,
9/29/2015 14:30,1571400,1.279,18.216,87.784,,,,,,,
9/29/2015 14:45,1572300,1.273,18.216,87.419,,,,,,,
9/29/2015 15:00,1573200,1.293,18.216,88.755,,,,,,,
9/29/2015 15:15,1574100,1.276,18.166,87.643,,,,,,,
9/29/2015 15:30,1575000,1.287,18.216,88.391,,,,,,,
9/29/2015 15:45,1575900,1.275,18.166,87.521,,,,,,,
9/29/2015 16:00,1576800,1.285,18.166,88.25,,,,,,,
9/29/2015 16:15,1577700,1.271,18.166,87.278,,,,,,,
9/29/2015 16:30,1578600,1.239,18.166,85.092,,,,,,,
9/29/2015 16:45,1579500,1.192,18.166,81.812,,,,,,,
9/29/2015 17:00,1580400,1.159,18.115,79.607,,,,,,,
9/29/2015 17:15,1581300,1.135,18.166,77.925,,,,,,,
9/29/2015 17:30,1582200,1.121,18.166,76.953,,,,,,,
9/29/2015 17:45,1583100,1.098,18.216,75.393,,,,,,,
9/29/2015 18:00,1584000,1.083,18.318,74.339,,,,,,,
9/29/2015 18:15,1584900,1.071,18.42,73.527,,,,,,,
9/29/2015 18:30,1585800,1.053,18.471,72.331,,,,,,,
9/29/2015 18:45,1586700,1.036,18.522,71.136,,,,,,,
9/29/2015 19:00,1587600,1.029,18.573,70.669,,,,,,,
9/29/2015 19:15,1588500,1.015,18.623,69.717,,,,,,,
9/29/2015 19:30,1589400,1.007,18.674,69.129,,,,,,,
9/29/2015 19:45,1590300,1.005,18.725,69.027,,,,,,,
9/29/2015 20:00,1591200,1.024,18.827,70.281,,,,,,,
9/29/2015 20:15,1592100,1.064,18.827,73.076,,,,,,,
9/29/2015 20:30,1593000,1.083,18.928,74.33,,,,,,,
9/29/2015 20:45,1593900,1.081,18.979,74.228,,,,,,,
9/29/2015 21:00,1594800,1.097,18.979,75.322,,,,,,,
9/29/2015 21:15,1595700,1.094,19.03,75.098,,,,,,,
9/29/2015 21:30,1596600,1.103,19.03,75.706,,,,,,,
9/29/2015 21:45,1597500,1.11,19.03,76.192,,,,,,,
9/29/2015 22:00,1598400,1.11,19.08,76.211,,,,,,,
9/29/2015 22:15,1599300,1.122,19.08,77.062,,,,,,,
9/29/2015 22:30,1600200,1.128,19.08,77.427,,,,,,,
9/29/2015 22:45,1601100,1.13,19.131,77.568,,,,,,,
9/29/2015 23:00,1602000,1.135,19.131,77.932,,,,,,,
9/29/2015 23:15,1602900,1.156,19.131,79.39,,,,,,,
9/29/2015 23:30,1603800,1.153,19.131,79.147,,,,,,,
9/29/2015 23:45,1604700,1.158,19.08,79.492,,,,,,,
9/30/2015 0:00,1605600,1.161,18.979,79.695,,,,,,,
9/30/2015 0:15,1606500,1.175,18.928,80.648,,,,,,,
9/30/2015 0:30,1607400,1.174,18.877,80.628,,,,,,,
9/30/2015 0:45,1608300,1.172,18.827,80.487,,,,,,,
9/30/2015 1:00,1609200,1.187,18.674,81.521,,,,,,,
9/30/2015 1:15,1610100,1.186,18.522,81.462,,,,,,,
9/30/2015 1:30,1611000,1.179,18.42,80.937,,,,,,,
9/30/2015 1:45,1611900,1.182,18.267,81.122,,,,,,,
9/30/2015 2:00,1612800,1.194,18.318,81.992,,,,,,,
9/30/2015 2:15,1613700,1.217,18.216,83.532,,,,,,,
9/30/2015 2:30,1614600,1.195,18.216,82.074,,,,,,,
9/30/2015 2:45,1615500,1.204,18.115,82.643,,,,,,,
9/30/2015 3:00,1616400,1.205,18.064,82.746,,,,,,,
9/30/2015 3:15,1617300,1.207,18.013,82.848,,,,,,,
9/30/2015 3:30,1618200,1.219,17.962,83.679,,,,,,,
9/30/2015 3:45,1619100,1.219,17.962,83.679,,,,,,,
9/30/2015 4:00,1620000,1.217,18.013,83.577,,,,,,,
9/30/2015 4:15,1620900,1.214,18.013,83.333,,,,,,,
9/30/2015 4:30,1621800,1.226,17.962,84.165,,,,,,,
9/30/2015 4:45,1622700,1.222,17.911,83.902,,,,,,,
9/30/2015 5:00,1623600,1.234,17.809,84.714,,,,,,,
9/30/2015 5:15,1624500,1.223,17.809,83.986,,,,,,,
9/30/2015 5:30,1625400,1.216,17.758,83.48,,,,,,,
9/30/2015 5:45,1626300,1.228,17.758,84.331,,,,,,,
9/30/2015 6:00,1627200,1.218,17.758,83.602,,,,,,,
9/30/2015 6:15,1628100,1.218,17.758,83.602,,,,,,,
9/30/2015 6:30,1629000,1.223,17.707,83.947,,,,,,,
9/30/2015 6:45,1629900,1.226,17.707,84.19,,,,,,,
9/30/2015 7:00,1630800,1.214,17.656,83.321,,,,,,,
9/30/2015 7:15,1631700,1.228,17.656,84.293,,,,,,,
9/30/2015 7:30,1632600,1.233,17.656,84.657,,,,,,,
9/30/2015 7:45,1633500,1.229,17.605,84.395,,,,,,,
9/30/2015 8:00,1634400,1.227,17.605,84.274,,,,,,,
9/30/2015 8:15,1635300,1.242,17.605,85.245,,,,,,,
9/30/2015 8:30,1636200,1.245,17.605,85.488,,,,,,,
9/30/2015 8:45,1637100,1.259,17.605,86.46,,,,,,,
9/30/2015 9:00,1638000,1.263,17.605,86.703,,,,,,,
9/30/2015 9:15,1638900,1.268,17.605,87.067,,,,,,,
9/30/2015 9:30,1639800,1.277,17.605,87.674,,,,,,,
9/30/2015 9:45,1640700,1.275,17.605,87.553,,,,,,,
9/30/2015 10:00,1641600,1.272,17.605,87.31,,,,,,,
9/30/2015 10:15,1642500,1.288,17.605,88.403,,,,,,,
9/30/2015 10:30,1643400,1.282,17.605,88.039,,,,,,,
9/30/2015 10:45,1644300,1.293,17.605,88.767,,,,,,,
9/30/2015 11:00,1645200,1.284,17.656,88.179,,,,,,,
9/30/2015 11:15,1646100,1.296,17.605,89.01,,,,,,,
9/30/2015 11:30,1647000,1.29,17.656,88.543,,,,,,,
9/30/2015 11:45,1647900,1.302,17.605,89.375,,,,,,,
9/30/2015 12:00,1648800,1.293,17.656,88.786,,,,,,,
9/30/2015 12:15,1649700,1.295,17.656,88.908,,,,,,,
9/30/2015 12:30,1650600,1.29,17.656,88.543,,,,,,,
9/30/2015 12:45,1651500,1.302,17.707,89.413,,,,,,,
9/30/2015 13:00,1652400,1.295,17.707,88.927,,,,,,,
9/30/2015 13:15,1653300,1.311,17.707,90.02,,,,,,,
9/30/2015 13:30,1654200,1.302,17.707,89.413,,,,,,,
9/30/2015 13:45,1655100,1.315,17.707,90.263,,,,,,,
9/30/2015 14:00,1656000,1.311,17.656,90.001,,,,,,,
9/30/2015 14:15,1656900,1.3,17.707,89.291,,,,,,,
9/30/2015 14:30,1657800,1.309,17.707,89.899,,,,,,,
9/30/2015 14:45,1658700,1.304,17.758,89.554,,,,,,,
9/30/2015 15:00,1659600,1.31,17.758,89.918,,,,,,,
9/30/2015 15:15,1660500,1.315,17.758,90.282,,,,,,,
9/30/2015 15:30,1661400,1.32,17.758,90.646,,,,,,,
9/30/2015 15:45,1662300,1.317,17.758,90.403,,,,,,,
9/30/2015 16:00,1663200,1.318,17.707,90.506,,,,,,,
9/30/2015 16:15,1664100,1.308,17.707,89.777,,,,,,,
9/30/2015 16:30,1665000,1.309,17.707,89.899,,,,,,,
9/30/2015 16:45,1665900,1.311,17.707,90.02,,,,,,,
9/30/2015 17:00,1666800,1.29,17.707,88.562,,,,,,,
9/30/2015 17:15,1667700,1.262,17.707,86.619,,,,,,,
9/30/2015 17:30,1668600,1.235,17.758,84.817,,,,,,,
9/30/2015 17:45,1669500,1.18,17.707,81.032,,,,,,,
9/30/2015 18:00,1670400,1.15,17.758,78.986,,,,,,,
9/30/2015 18:15,1671300,1.134,17.758,77.893,,,,,,,
9/30/2015 18:30,1672200,1.114,17.86,76.474,,,,,,,
9/30/2015 18:45,1673100,1.102,17.911,75.643,,,,,,,
9/30/2015 19:00,1674000,1.086,17.911,74.549,,,,,,,
9/30/2015 19:15,1674900,1.076,18.013,73.859,,,,,,,
9/30/2015 19:30,1675800,1.051,18.064,72.177,,,,,,,
9/30/2015 19:45,1676700,1.046,18.064,71.813,,,,,,,
9/30/2015 20:00,1677600,1.025,18.115,70.374,,,,,,,
9/30/2015 20:15,1678500,0.997,18.115,68.431,,,,,,,
9/30/2015 20:30,1679400,1.008,18.166,69.179,,,,,,,
9/30/2015 20:45,1680300,0.992,18.166,68.085,,,,,,,
9/30/2015 21:00,1681200,0.992,18.216,68.105,,,,,,,
9/30/2015 21:15,1682100,1.038,18.318,71.302,,,,,,,
9/30/2015 21:30,1683000,1.067,18.318,73.246,,,,,,,
9/30/2015 21:45,1683900,1.085,18.369,74.48,,,,,,,
9/30/2015 22:00,1684800,1.09,18.369,74.844,,,,,,,
9/30/2015 22:15,1685700,1.08,18.42,74.135,,,,,,,
9/30/2015 22:30,1686600,1.094,18.42,75.106,,,,,,,
9/30/2015 22:45,1687500,1.099,18.42,75.471,,,,,,,
9/30/2015 23:00,1688400,1.11,18.471,76.219,,,,,,,
9/30/2015 23:15,1689300,1.126,18.471,77.313,,,,,,,
9/30/2015 23:30,1690200,1.116,18.522,76.603,,,,,,,
9/30/2015 23:45,1691100,1.121,18.522,76.967,,,,,,,
10/1/2015 0:00,1692000,1.132,18.522,77.697,,,,,,,
10/1/2015 0:15,1692900,1.137,18.522,78.061,,,,,,,
10/1/2015 0:30,1693800,1.14,18.522,78.304,,,,,,,
10/1/2015 0:45,1694700,1.148,18.522,78.79,,,,,,,
10/1/2015 1:00,1695600,1.133,18.522,77.818,,,,,,,
10/1/2015 1:15,1696500,1.155,18.522,79.276,,,,,,,
10/1/2015 1:30,1697400,1.151,18.471,79.013,,,,,,,
10/1/2015 1:45,1698300,1.153,18.522,79.154,,,,,,,
10/1/2015 2:00,1699200,1.161,18.42,79.723,,,,,,,
10/1/2015 2:15,1700100,1.173,18.369,80.554,,,,,,,
10/1/2015 2:30,1701000,1.178,18.267,80.879,,,,,,,
10/1/2015 2:45,1701900,1.188,18.216,81.588,,,,,,,
10/1/2015 3:00,1702800,1.184,18.166,81.327,,,,,,,
10/1/2015 3:15,1703700,1.2,18.166,82.42,,,,,,,
10/1/2015 3:30,1704600,1.193,18.166,81.934,,,,,,,
10/1/2015 3:45,1705500,1.182,18.115,81.186,,,,,,,
10/1/2015 4:00,1706400,1.191,18.115,81.793,,,,,,,
10/1/2015 4:15,1707300,1.191,18.064,81.774,,,,,,,
10/1/2015 4:30,1708200,1.198,18.013,82.24,,,,,,,
10/1/2015 4:45,1709100,1.208,17.962,82.95,,,,,,,
10/1/2015 5:00,1710000,1.199,17.911,82.323,,,,,,,
10/1/2015 5:15,1710900,1.216,17.86,83.519,,,,,,,
10/1/2015 5:30,1711800,1.213,17.86,83.276,,,,,,,
10/1/2015 5:45,1712700,1.213,17.86,83.276,,,,,,,
10/1/2015 6:00,1713600,1.215,17.86,83.397,,,,,,,
10/1/2015 6:15,1714500,1.224,17.86,84.005,,,,,,,
10/1/2015 6:30,1715400,1.218,17.809,83.621,,,,,,,
10/1/2015 6:45,1716300,1.218,17.809,83.621,,,,,,,
10/1/2015 7:00,1717200,1.234,17.809,84.714,,,,,,,
10/1/2015 7:15,1718100,1.229,17.809,84.35,,,,,,,
10/1/2015 7:30,1719000,1.228,17.758,84.331,,,,,,,
10/1/2015 7:45,1719900,1.23,17.758,84.452,,,,,,,
10/1/2015 8:00,1720800,1.235,17.758,84.817,,,,,,,
10/1/2015 8:15,1721700,1.228,17.707,84.312,,,,,,,
10/1/2015 8:30,1722600,1.251,17.758,85.91,,,,,,,
10/1/2015 8:45,1723500,1.244,17.758,85.424,,,,,,,
10/1/2015 9:00,1724400,1.26,17.758,86.517,,,,,,,
10/1/2015 9:15,1725300,1.264,17.758,86.76,,,,,,,
10/1/2015 9:30,1726200,1.267,17.758,87.003,,,,,,,
10/1/2015 9:45,1727100,1.272,17.758,87.367,,,,,,,
10/1/2015 10:00,1728000,1.276,17.809,87.629,,,,,,,
10/1/2015 10:15,1728900,1.289,17.809,88.479,,,,,,,
10/1/2015 10:30,1729800,1.292,17.809,88.722,,,,,,,
10/1/2015 10:45,1730700,1.294,17.809,88.844,,,,,,,
10/1/2015 11:00,1731600,1.294,17.809,88.844,,,,,,,
10/1/2015 11:15,1732500,1.303,17.809,89.451,,,,,,,
10/1/2015 11:30,1733400,1.306,17.809,89.694,,,,,,,
10/1/2015 11:45,1734300,1.312,17.809,90.058,,,,,,,
10/1/2015 12:00,1735200,1.298,17.809,89.087,,,,,,,
10/1/2015 12:15,1736100,1.313,17.809,90.18,,,,,,,
10/1/2015 12:30,1737000,1.319,17.809,90.544,,,,,,,
10/1/2015 12:45,1737900,1.319,17.809,90.544,,,,,,,
10/1/2015 13:00,1738800,1.338,17.809,91.88,,,,,,,
10/1/2015 13:15,1739700,1.322,17.809,90.787,,,,,,,
10/1/2015 13:30,1740600,1.331,17.86,91.414,,,,,,,
10/1/2015 13:45,1741500,1.338,17.86,91.9,,,,,,,
10/1/2015 14:00,1742400,1.33,17.86,91.292,,,,,,,
10/1/2015 14:15,1743300,1.338,17.86,91.9,,,,,,,
10/1/2015 14:30,1744200,1.337,17.86,91.778,,,,,,,
10/1/2015 14:45,1745100,1.337,17.911,91.797,,,,,,,
10/1/2015 15:00,1746000,1.348,17.911,92.526,,,,,,,
10/1/2015 15:15,1746900,1.341,17.911,92.04,,,,,,,
10/1/2015 15:30,1747800,1.346,17.962,92.424,,,,,,,
10/1/2015 15:45,1748700,1.355,17.962,93.031,,,,,,,
10/1/2015 16:00,1749600,1.348,17.962,92.545,,,,,,,
10/1/2015 16:15,1750500,1.364,18.013,93.658,,,,,,,
10/1/2015 16:30,1751400,1.362,18.013,93.536,,,,,,,
10/1/2015 16:45,1752300,1.352,18.013,92.808,,,,,,,
10/1/2015 17:00,1753200,1.352,18.064,92.827,,,,,,,
10/1/2015 17:15,1754100,1.359,18.064,93.312,,,,,,,
10/1/2015 17:30,1755000,1.351,18.115,92.725,,,,,,,
10/1/2015 17:45,1755900,1.342,18.115,92.117,,,,,,,
10/1/2015 18:00,1756800,1.317,18.166,90.436,,,,,,,
10/1/2015 18:15,1757700,1.275,18.166,87.521,,,,,,,
10/1/2015 18:30,1758600,1.227,18.216,84.261,,,,,,,
10/1/2015 18:45,1759500,1.204,18.216,82.682,,,,,,,
10/1/2015 19:00,1760400,1.18,18.267,81.001,,,,,,,
10/1/2015 19:15,1761300,1.163,18.369,79.825,,,,,,,
10/1/2015 19:30,1762200,1.149,18.42,78.872,,,,,,,
10/1/2015 19:45,1763100,1.137,18.522,78.061,,,,,,,
10/1/2015 20:00,1764000,1.116,18.623,76.642,,,,,,,
10/1/2015 20:15,1764900,1.109,18.674,76.176,,,,,,,
10/1/2015 20:30,1765800,1.091,18.776,74.879,,,,,,,
10/1/2015 20:45,1766700,1.08,18.776,74.149,,,,,,,
10/1/2015 21:00,1767600,1.082,18.827,74.291,,,,,,,
10/1/2015 21:15,1768500,1.077,18.928,73.966,,,,,,,
10/1/2015 21:30,1769400,1.054,18.928,72.386,,,,,,,
10/1/2015 21:45,1770300,1.051,18.979,72.163,,,,,,,
10/1/2015 22:00,1771200,1.048,19.03,71.939,,,,,,,
10/1/2015 22:15,1772100,1.052,19.08,72.202,,,,,,,
10/1/2015 22:30,1773000,1.086,19.131,74.53,,,,,,,
10/1/2015 22:45,1773900,1.134,19.182,77.83,,,,,,,
10/1/2015 23:00,1774800,1.124,19.131,77.203,,,,,,,
10/1/2015 23:15,1775700,1.126,19.131,77.325,,,,,,,
10/1/2015 23:30,1776600,1.139,19.131,78.175,,,,,,,
10/1/2015 23:45,1777500,1.144,19.131,78.539,,,,,,,
10/2/2015 0:00,1778400,1.148,19.182,78.802,,,,,,,
10/2/2015 0:15,1779300,1.149,19.182,78.924,,,,,,,
10/2/2015 0:30,1780200,1.155,19.233,79.308,,,,,,,
10/2/2015 0:45,1781100,1.167,19.233,80.159,,,,,,,
10/2/2015 1:00,1782000,1.162,19.182,79.774,,,,,,,
10/2/2015 1:15,1782900,1.171,19.233,80.402,,,,,,,
10/2/2015 1:30,1783800,1.18,19.233,81.009,,,,,,,
10/2/2015 1:45,1784700,1.189,19.233,81.617,,,,,,,
10/2/2015 2:00,1785600,1.183,19.233,81.252,,,,,,,
10/2/2015 2:15,1786500,1.185,19.233,81.374,,,,,,,
10/2/2015 2:30,1787400,1.192,19.233,81.86,,,,,,,
10/2/2015 2:45,1788300,1.204,19.182,82.69,,,,,,,
